Id,Name,State,Year,ElectionID,Candidate,Party,votes_2cp,margin_2cp,margin_percentage_2cp,swing_2cp,Status,Note,source
20822,Northern Territory,NT,1951,221,"Nelson, Jock",Labor,3576,2137,71.31,0,Elected,NA,NA
20820,Oxley,Qld,1951,221,"Cameron, Donald",Liberal (1946-),21298,6127,58.4,0,Elected,NA,NA
20820,Oxley,Qld,1951,221,"Crilly, Andrew",Labor,15171,-6127,41.6,0,,NA,NA
20805,Parkes,NSW,1951,221,"Dein, Dick",Liberal (1946-),18283,-681,49.09,0,,NA,NA
20805,Parkes,NSW,1951,221,"Haylen, Les",Labor,18964,681,50.91,0,Elected,NA,NA
20793,Parramatta,NSW,1951,221,"Beale, Howard",Liberal (1946-),26852,11430,63.52,0,Elected,NA,NA
20793,Parramatta,NSW,1951,221,"Holmes, John",Labor,15422,-11430,36.48,0,,NA,NA
20794,Paterson,NSW,1951,221,"Fairhall, Allen",Liberal (1946-),21677,5365,57.06,0,Elected,NA,NA
20794,Paterson,NSW,1951,221,"Robinson, Cecil",Labor,16312,-5365,42.94,0,,NA,NA
20795,Perth,WA,1951,221,"Burke, Tom",Labor,17926,114,50.16,0,Elected,NA,NA
20795,Perth,WA,1951,221,"Snedden, Billy",Liberal (1946-),17812,-114,49.84,0,,NA,NA
20796,Petrie,Qld,1951,221,"Bredhauer, Patrick",Labor,17533,-7310,41.37,0,,NA,NA
20796,Petrie,Qld,1951,221,"Hulme, Alan",Liberal (1946-),24843,7310,58.63,0,Elected,NA,NA
20797,Phillip,NSW,1951,221,"Fingleton, Les",Liberal (1946-),16913,-2488,46.57,0,,NA,NA
20797,Phillip,NSW,1951,221,"Fitzgerald, Joe",Labor,19401,2488,53.43,0,Elected,NA,NA
20798,Port Adelaide,SA,1951,221,"Caskey, John",Liberal (1946-),12478,-22669,26.2,0,,NA,NA
20798,Port Adelaide,SA,1951,221,"Thompson, Albert",Labor,35147,22669,73.8,0,Elected,NA,NA
20799,Reid,NSW,1951,221,"Clough, Jim",Liberal (1946-),15504,-14061,34.4,0,,NA,NA
20799,Reid,NSW,1951,221,"Morgan, Charles",Labor,29565,14061,65.6,0,Elected,NA,NA
20800,Richmond,NSW,1951,221,"Anthony, Larry",Country,28034,19316,76.28,0,Elected,NA,NA
20800,Richmond,NSW,1951,221,"Bryen, Alexander",Labor,8718,-19316,23.72,0,,NA,NA
20801,Riverina,NSW,1951,221,"Roberton, Hugh",Country,20301,3488,54.7,0,Elected,NA,NA
20801,Riverina,NSW,1951,221,"Sheehan, Michael",Labor,16813,-3488,45.3,0,,NA,NA
20802,Robertson,NSW,1951,221,"Dean, Roger",Liberal (1946-),22804,3398,54.03,0,Elected,NA,NA
20802,Robertson,NSW,1951,221,"Geraghty, Walter",Labor,19406,-3398,45.97,0,,NA,NA
20803,Ryan,Qld,1951,221,"Drury, Nigel",Liberal (1946-),26021,9288,60.86,0,Elected,NA,NA
20803,Ryan,Qld,1951,221,"Luton, Frank",Labor,16733,-9288,39.14,0,,NA,NA
20804,Shortland,NSW,1951,221,"Downey, Arthur",Liberal (1946-),14369,-12339,34.98,0,,NA,NA
20804,Shortland,NSW,1951,221,"Griffiths, Charles",Labor,26708,12339,65.02,0,Elected,NA,NA
20806,St George,NSW,1951,221,"Graham, Bill",Liberal (1946-),19890,1220,51.58,0,Elected,NA,NA
20806,St George,NSW,1951,221,"Lemmon, Nelson",Labor,18670,-1220,48.42,0,,NA,NA
20819,Sturt,SA,1951,221,"McMullin, Leslie",Labor,20554,-2045,47.63,0,,NA,NA
20819,Sturt,SA,1951,221,"Wilson, Keith",Liberal (1946-),22599,2045,52.37,0,Elected,NA,NA
20807,Swan,WA,1951,221,"Grayden, Bill",Liberal (1946-),24451,3028,53.3,0,Elected,NA,NA
20807,Swan,WA,1951,221,"Webb, Harry",Labor,21423,-3028,46.7,0,,NA,NA
20808,Wakefield,SA,1951,221,"Hasse, Cyril",Labor,15437,-7795,39.92,0,,NA,NA
20808,Wakefield,SA,1951,221,"McBride, Philip",Liberal (1946-),23232,7795,60.08,0,Elected,NA,NA
20809,Wannon,Vic,1951,221,"Mackinnon, Dan",Liberal (1946-),17601,-826,48.85,0,,NA,NA
20809,Wannon,Vic,1951,221,"McLeod, Don",Labor,18427,826,51.15,0,Elected,NA,NA
20810,Warringah,NSW,1951,221,"Bland, Francis",Liberal (1946-),29362,19945,75.72,0,Elected,NA,NA
20810,Warringah,NSW,1951,221,"McCullum, Frank",Labor,9417,-19945,24.28,0,,NA,NA
20811,Watson,NSW,1951,221,"Clark, Donald",Liberal (1946-),17158,-5352,43.25,0,,NA,NA
20811,Watson,NSW,1951,221,"Curtin, Dan",Labor,22510,5352,56.75,0,Elected,NA,NA
20812,Wentworth,NSW,1951,221,"Harrison, Eric",Liberal (1946-),28127,19086,75.68,0,Elected,NA,NA
20812,Wentworth,NSW,1951,221,"Trevelyan, Cecil",Labor,9041,-19086,24.32,0,,NA,NA
20813,Werriwa,NSW,1951,221,"Griffith, Ian",Liberal (1946-),21257,-4847,44.88,0,,NA,NA
20813,Werriwa,NSW,1951,221,"Lazzarini, Bert",Labor,26104,4847,55.12,0,Elected,NA,NA
20814,West Sydney,NSW,1951,221,"Minogue, Dan",Labor,24869,16401,74.6,0,Elected,NA,NA
20814,West Sydney,NSW,1951,221,"Mottershead, Basil",Liberal (1946-),8468,-16401,25.4,0,,NA,NA
20815,Wide Bay,Qld,1951,221,"Corser, Bernard",Country,22895,5558,56.91,0,Elected,NA,NA
20815,Wide Bay,Qld,1951,221,"Wallace, Thomas",Labor,17337,-5558,43.09,0,,NA,NA
20816,Wills,Vic,1951,221,"Bryson, Bill",Labor,26682,10172,61.78,0,Elected,NA,NA
20816,Wills,Vic,1951,221,"Grafen, Baden",Liberal (1946-),16510,-10172,38.22,0,,NA,NA
20817,Wilmot,Tas,1951,221,"Browning, Lionel",Liberal (1946-),14794,-1952,46.91,0,,NA,NA
20817,Wilmot,Tas,1951,221,"Duthie, Gil",Labor,16746,1952,53.09,0,Elected,NA,NA
20818,Wimmera,Vic,1951,221,"Lawrence, William",Liberal (1946-),22005,9073,62.98,0,Elected,NA,NA
20818,Wimmera,Vic,1951,221,"Sudholz, Cyril",Labor,12932,-9073,37.02,0,,NA,NA
20732,Yarra,Vic,1951,221,"Bisney, Kenneth",Liberal (1946-),13836,-10654,36.1,0,,NA,NA
20732,Yarra,Vic,1951,221,"Keon, Stan",Labor,24490,10654,63.9,0,Elected,NA,NA
20625,Adelaide,SA,1949,220,"Chambers, Cyril",Labor,24734,9638,62.1,0,Elected,NA,NA
20625,Adelaide,SA,1949,220,"Harford, Basil",Liberal (1946-),15096,-9638,37.9,0,,NA,NA
20626,Angas,SA,1949,220,"Downer, Alec",Liberal (1946-),24899,10339,63.1,0,Elected,NA,NA
20626,Angas,SA,1949,220,"Strachan, Albert",Labor,14560,-10339,36.9,0,,NA,NA
20627,Australian Capital Territory,ACT,1949,220,"Nott, Lewis",Independent,6013,852,53.81,0,Elected,NA,NA
20627,Australian Capital Territory,ACT,1949,220,"Rhodes, Sidney",Labor,5161,-852,46.19,0,,NA,NA
20628,Balaclava,Vic,1949,220,"Dunne, Martin",Labor,14796,-11361,36.13,0,,NA,NA
20628,Balaclava,Vic,1949,220,"White, Thomas",Liberal (1946-),26157,11361,63.87,0,Elected,NA,NA
20629,Ballaarat,Vic,1949,220,"Hyatt, Raymond",Labor,19522,-329,49.58,0,,NA,NA
20629,Ballaarat,Vic,1949,220,"Pittard, Alan",Liberal (1946-),19851,329,50.42,0,Elected,NA,NA
20630,Banks,NSW,1949,220,"Costa, Dominic",Labor,26192,10274,62.2,0,Elected,NA,NA
20630,Banks,NSW,1949,220,"Fletcher, Howard",Liberal (1946-),15918,-10274,37.8,0,,NA,NA
20631,Barker,SA,1949,220,"Cameron, Archie",Liberal (1946-),26578,12764,65.8,0,Elected,NA,NA
20631,Barker,SA,1949,220,"Klar, John",Labor,13814,-12764,34.2,0,,NA,NA
20632,Barton,NSW,1949,220,"Evatt, H.",Labor,21681,2644,53.25,0,Elected,NA,NA
20632,Barton,NSW,1949,220,"Wake, Nancy",Liberal (1946-),19037,-2644,46.75,0,,NA,NA
20633,Bass,Tas,1949,220,"Barnard, Claude",Labor,15312,-374,49.4,0,,NA,NA
20633,Bass,Tas,1949,220,"Kekwick, Bruce",Liberal (1946-),15686,374,50.6,0,Elected,NA,NA
20634,Batman,Vic,1949,220,"Bird, Alan",Labor,22662,6523,58.41,0,Elected,NA,NA
20634,Batman,Vic,1949,220,"McKay, Neil",Liberal (1946-),16139,-6523,41.59,0,,NA,NA
20635,Bendigo,Vic,1949,220,"Clarey, Percy",Labor,20258,152,50.19,0,Elected,NA,NA
20635,Bendigo,Vic,1949,220,"Grigg, Thomas",Liberal (1946-),20106,-152,49.81,0,,NA,NA
20636,Bennelong,NSW,1949,220,"Cramer, John",Liberal (1946-),23568,7616,59.64,0,Elected,NA,NA
20636,Bennelong,NSW,1949,220,"Watt, Raymond",Labor,15952,-7616,40.36,0,,NA,NA
20638,Blaxland,NSW,1949,220,"Harrison, Jim",Labor,21031,2678,53.4,0,Elected,NA,NA
20638,Blaxland,NSW,1949,220,"Lang, Jack",Lang Labor (1943-49),18353,-2678,46.6,0,,NA,NA
20670,Boothby,SA,1949,220,"McLeay, John",Liberal (1946-),24897,9183,61.31,0,Elected,NA,NA
20670,Boothby,SA,1949,220,"Wells, Ralph",Labor,15714,-9183,38.69,0,,NA,NA
20700,Bowman,Qld,1949,220,"Coutts, Wilfred",Labor,17386,-2860,46.2,0,,NA,NA
20700,Bowman,Qld,1949,220,"McColm, Malcolm",Liberal (1946-),20246,2860,53.8,0,Elected,NA,NA
20671,Bradfield,NSW,1949,220,"Gee, Ken",Labor,9999,-19839,25.1,0,,NA,NA
20671,Bradfield,NSW,1949,220,"Hughes, Billy",Liberal (1946-),29838,19839,74.9,0,Elected,NA,NA
20703,Brisbane,Qld,1949,220,"Lawson, George",Labor,20693,5273,57.3,0,Elected,NA,NA
20703,Brisbane,Qld,1949,220,"Long, James",Liberal (1946-),15420,-5273,42.7,0,,NA,NA
20704,Burke,Vic,1949,220,"Peters, Ted",Labor,27217,15216,69.4,0,Elected,NA,NA
20704,Burke,Vic,1949,220,"Wall, Alfred",Liberal (1946-),12001,-15216,30.6,0,,NA,NA
20705,Calare,NSW,1949,220,"Gibbons, George",Labor,16139,-5260,42.99,0,,NA,NA
20705,Calare,NSW,1949,220,"Howse, John",Liberal (1946-),21399,5260,57.01,0,Elected,NA,NA
20706,Canning,WA,1949,220,"Gillespie, William",Liberal (1946-),15359,-2281,46.54,0,,NA,NA
20706,Canning,WA,1949,220,"Hamilton, Len",Country,17640,2281,53.46,0,Elected,NA,NA
20707,Capricornia,Qld,1949,220,"Gardner, Mick",Labor,15494,-1495,47.7,0,,NA,NA
20707,Capricornia,Qld,1949,220,"Pearce, Henry",Liberal (1946-),16989,1495,52.3,0,Elected,NA,NA
20708,Chisholm,Vic,1949,220,"Fennessy, Leo",Labor,14454,-12272,35.1,0,,NA,NA
20708,Chisholm,Vic,1949,220,"Hughes, Wilfrid",Liberal (1946-),26726,12272,64.9,0,Elected,NA,NA
20709,Cook,NSW,1949,220,"Davis, Gerald",Liberal (1946-),6561,-23529,17.9,0,,NA,NA
20709,Cook,NSW,1949,220,"Sheehan, Tom",Labor,30090,23529,82.1,0,Elected,NA,NA
20710,Corangamite,Vic,1949,220,"McDonald, Allan",Liberal (1946-),22612,7538,60,0,Elected,NA,NA
20710,Corangamite,Vic,1949,220,"Stacpoole, Henry",Labor,15074,-7538,40,0,,NA,NA
20711,Corio,Vic,1949,220,"Dedman, John",Labor,19783,-235,49.7,0,,NA,NA
20711,Corio,Vic,1949,220,"Opperman, Hubert",Liberal (1946-),20018,235,50.3,0,Elected,NA,NA
20712,Cowper,NSW,1949,220,"Jabour, Louis",Labor,14134,-8657,38.28,0,,NA,NA
20712,Cowper,NSW,1949,220,"Page, Sir",Country,22791,8657,61.72,0,Elected,NA,NA
20713,Cunningham,NSW,1949,220,"Davies, Billy",Labor,25603,13665,68.2,0,Elected,NA,NA
20713,Cunningham,NSW,1949,220,"Thomson, Alan",Liberal (1946-),11938,-13665,31.8,0,,NA,NA
20714,Curtin,WA,1949,220,"Hasluck, Paul",Liberal (1946-),24857,9076,61.17,0,Elected,NA,NA
20714,Curtin,WA,1949,220,"Lonnie, William",Labor,15781,-9076,38.83,0,,NA,NA
20715,Dalley,NSW,1949,220,"Rosevear, Sol",Labor,27501,17311,72.96,0,Elected,NA,NA
20715,Dalley,NSW,1949,220,"Shields, Charles",Liberal (1946-),10190,-17311,27.04,0,,NA,NA
20716,Darebin,Vic,1949,220,"Andrews, Tom",Labor,24719,10031,62.73,0,Elected,NA,NA
20716,Darebin,Vic,1949,220,"McColl, Jack",Liberal (1946-),14688,-10031,37.27,0,,NA,NA
20717,Darling,NSW,1949,220,"Clark, Joe",Labor,21979,11300,67.3,0,Elected,NA,NA
20717,Darling,NSW,1949,220,"Whyte, Elson",Country,10679,-11300,32.7,0,,NA,NA
20718,Darling Downs,Qld,1949,220,"Kane, James",Labor,13546,-9032,37.5,0,,NA,NA
20718,Darling Downs,Qld,1949,220,"Swartz, Reginald",Liberal (1946-),22578,9032,62.5,0,Elected,NA,NA
20719,Darwin,Tas,1949,220,"Kirkpatrick, Harold",Labor,12602,-3853,43.37,0,,NA,NA
20719,Darwin,Tas,1949,220,"Lyons, Dame",Liberal (1946-),16455,3853,56.63,0,Elected,NA,NA
20720,Dawson,Qld,1949,220,"Burns, George",Labor,13691,-5688,41.4,0,,NA,NA
20720,Dawson,Qld,1949,220,"Davidson, Charles",Country,19379,5688,58.6,0,Elected,NA,NA
20721,Deakin,Vic,1949,220,"Davis, Frank",Liberal (1946-),23517,4733,55.59,0,Elected,NA,NA
20721,Deakin,Vic,1949,220,"Leeson, Rod",Labor,18784,-4733,44.41,0,,NA,NA
20722,Denison,Tas,1949,220,"Cosgrove, Henry",Labor,13394,-3037,44.91,0,,NA,NA
20722,Denison,Tas,1949,220,"Townley, Athol",Liberal (1946-),16431,3037,55.09,0,Elected,NA,NA
20723,East Sydney,NSW,1949,220,"Mant, John",Liberal (1946-),16567,-6312,42,0,,NA,NA
20723,East Sydney,NSW,1949,220,"Ward, Eddie",Labor,22879,6312,58,0,Elected,NA,NA
20724,Eden-Monaro,NSW,1949,220,"Fraser, Allan",Labor,19004,687,50.92,0,Elected,NA,NA
20724,Eden-Monaro,NSW,1949,220,"Macarthur-Onslow, Denzil",Liberal (1946-),18317,-687,49.08,0,,NA,NA
20725,Evans,NSW,1949,220,"Nicholls, Ronald",Labor,16588,-5028,43.42,0,,NA,NA
20725,Evans,NSW,1949,220,"Osborne, Frederick",Liberal (1946-),21616,5028,56.58,0,Elected,NA,NA
20726,Farrer,NSW,1949,220,"Fairbairn, David",Liberal (1946-),22222,6648,58.79,0,Elected,NA,NA
20726,Farrer,NSW,1949,220,"McGrath, Thomas",Labor,15574,-6648,41.21,0,,NA,NA
20727,Fawkner,Vic,1949,220,"Bourke, Bill",Labor,20228,27,50.03,0,Elected,NA,NA
20727,Fawkner,Vic,1949,220,"Cormack, Magnus",Liberal (1946-),20201,-27,49.97,0,,NA,NA
20728,Fisher,Qld,1949,220,"Adermann, Charles",Country,28301,16573,70.7,0,Elected,NA,NA
20728,Fisher,Qld,1949,220,"Roberts, Edmund",Labor,11728,-16573,29.3,0,,NA,NA
20729,Flinders,Vic,1949,220,"Ryan, Rupert",Liberal (1946-),24501,10478,63.6,0,Elected,NA,NA
20729,Flinders,Vic,1949,220,"Wilson, Robert",Labor,14023,-10478,36.4,0,,NA,NA
20702,Forrest,WA,1949,220,"Freeth, Gordon",Liberal (1946-),19217,2026,52.78,0,Elected,NA,NA
20702,Forrest,WA,1949,220,"Lemmon, Nelson",Labor,17191,-2026,47.22,0,,NA,NA
20730,Franklin,Tas,1949,220,"Falkinder, Bill",Liberal (1946-),17644,4854,57.97,0,Elected,NA,NA
20730,Franklin,Tas,1949,220,"Frost, Jack",Labor,12790,-4854,42.03,0,,NA,NA
20701,Fremantle,WA,1949,220,"Beazley, Kim",Labor,23073,5090,56.2,0,Elected,NA,NA
20701,Fremantle,WA,1949,220,"Snedden, Billy",Liberal (1946-),17983,-5090,43.8,0,,NA,NA
20699,Gellibrand,Vic,1949,220,"Massey, William",Liberal (1946-),12129,-15771,30.3,0,,NA,NA
20699,Gellibrand,Vic,1949,220,"Mullens, Jack",Labor,27900,15771,69.7,0,Elected,NA,NA
20672,Gippsland,Vic,1949,220,"Bowden, George",Country,22824,11451,66.74,0,Elected,NA,NA
20672,Gippsland,Vic,1949,220,"Hawkins, Horace",Labor,11373,-11451,33.26,0,,NA,NA
20673,Grayndler,NSW,1949,220,"Clark, Donald",Liberal (1946-),11572,-15046,30.3,0,,NA,NA
20673,Grayndler,NSW,1949,220,"Daly, Fred",Labor,26618,15046,69.7,0,Elected,NA,NA
20674,Grey,SA,1949,220,"Andrews, Edward",Liberal (1946-),17145,-3320,45.59,0,,NA,NA
20674,Grey,SA,1949,220,"Russell, Edgar",Labor,20465,3320,54.41,0,Elected,NA,NA
20675,Griffith,Qld,1949,220,"Berry, Doug",Liberal (1946-),18462,1352,51.9,0,Elected,NA,NA
20675,Griffith,Qld,1949,220,"Conelan, William",Labor,17110,-1352,48.1,0,,NA,NA
20676,Gwydir,NSW,1949,220,"Scully, William",Labor,16282,-3736,44.85,0,,NA,NA
20676,Gwydir,NSW,1949,220,"Treloar, Thomas",Country,20018,3736,55.15,0,Elected,NA,NA
20677,Henty,Vic,1949,220,"Doube, Val",Labor,18311,-4434,44.6,0,,NA,NA
20677,Henty,Vic,1949,220,"Gullett, Jo",Liberal (1946-),22745,4434,55.4,0,Elected,NA,NA
20678,Herbert,Qld,1949,220,"Edmonds, Bill",Labor,18898,2581,53.66,0,Elected,NA,NA
20678,Herbert,Qld,1949,220,"Jeffrey, Doug",Country,16317,-2581,46.34,0,,NA,NA
20679,Higgins,Vic,1949,220,"Holt, Harold",Liberal (1946-),26018,13109,66.84,0,Elected,NA,NA
20679,Higgins,Vic,1949,220,"Meltzer, Jules",Labor,12909,-13109,33.16,0,,NA,NA
20680,Higinbotham,Vic,1949,220,"Field, Frank",Labor,19760,-3072,46.39,0,,NA,NA
20680,Higinbotham,Vic,1949,220,"Timson, Frank",Liberal (1946-),22832,3072,53.61,0,Elected,NA,NA
20681,Hindmarsh,SA,1949,220,"Cameron, Clyde",Labor,29260,16524,69.67,0,Elected,NA,NA
20681,Hindmarsh,SA,1949,220,"Turnbull, Albert",Liberal (1946-),12736,-16524,30.33,0,,NA,NA
20682,Hoddle,Vic,1949,220,"Cremean, Jack",Labor,29710,22650,80.8,0,Elected,NA,NA
20682,Hoddle,Vic,1949,220,"Kirby, Terence",Liberal (1946-),7060,-22650,19.2,0,,NA,NA
20683,Hume,NSW,1949,220,"Anderson, Charles",Country,18871,767,51.04,0,Elected,NA,NA
20683,Hume,NSW,1949,220,"Fuller, Arthur",Labor,18104,-767,48.96,0,,NA,NA
20684,Hunter,NSW,1949,220,"Fletcher, Ted",Liberal (1946-),8838,-21259,22.7,0,,NA,NA
20684,Hunter,NSW,1949,220,"James, Rowley",Labor,30097,21259,77.3,0,Elected,NA,NA
20685,Indi,Vic,1949,220,"Bostock, William",Liberal (1946-),22182,7204,59.69,0,Elected,NA,NA
20685,Indi,Vic,1949,220,"Edmondson, Charles",Labor,14978,-7204,40.31,0,,NA,NA
20686,Isaacs,Vic,1949,220,"Bourke, John",Labor,18100,-3160,45.99,0,,NA,NA
20686,Isaacs,Vic,1949,220,"Haworth, William",Liberal (1946-),21260,3160,54.01,0,Elected,NA,NA
20687,Kalgoorlie,WA,1949,220,"Johnson, Herbert",Labor,18127,7225,62.44,0,Elected,NA,NA
20687,Kalgoorlie,WA,1949,220,"Porteus, John",Liberal (1946-),10902,-7225,37.56,0,,NA,NA
20688,Kennedy,Qld,1949,220,"Browne, Ulick",Country,11428,-4615,41.6,0,,NA,NA
20688,Kennedy,Qld,1949,220,"Riordan, Bill",Labor,16043,4615,58.4,0,Elected,NA,NA
20689,Kingsford Smith,NSW,1949,220,"Anderson, Gordon",Labor,19042,697,50.93,0,Elected,NA,NA
20689,Kingsford Smith,NSW,1949,220,"Monchaux, Charles",Liberal (1946-),18345,-697,49.07,0,,NA,NA
20690,Kingston,SA,1949,220,"Handby, Jim",Liberal (1946-),23713,1480,51.61,0,Elected,NA,NA
20690,Kingston,SA,1949,220,"Sheehy, Thomas",Labor,22233,-1480,48.39,0,,NA,NA
20691,Kooyong,Vic,1949,220,"Ewert, Keith",Labor,13691,-14221,32.91,0,,NA,NA
20691,Kooyong,Vic,1949,220,"Menzies, Robert",Liberal (1946-),27912,14221,67.09,0,Elected,NA,NA
20694,La Trobe,Vic,1949,220,"Balcombe, Robert",Labor,16714,-6931,41.41,0,,NA,NA
20694,La Trobe,Vic,1949,220,"Casey, Richard",Liberal (1946-),23645,6931,58.59,0,Elected,NA,NA
20692,Lalor,Vic,1949,220,"Bellair, John",Liberal (1946-),18970,-1294,48.35,0,,NA,NA
20692,Lalor,Vic,1949,220,"Pollard, Reg",Labor,20264,1294,51.65,0,Elected,NA,NA
20693,Lang,NSW,1949,220,"Mulcahy, Dan",Labor,22260,3825,54.7,0,Elected,NA,NA
20693,Lang,NSW,1949,220,"Willis, Eric",Liberal (1946-),18435,-3825,45.3,0,,NA,NA
20695,Lawson,NSW,1949,220,"Failes, Laurie",Country,20733,4325,55.82,0,Elected,NA,NA
20695,Lawson,NSW,1949,220,"Manning, Alan",Labor,16408,-4325,44.18,0,,NA,NA
20696,Leichhardt,Qld,1949,220,"Gilmore, Tom",Country,16987,1118,51.7,0,Elected,NA,NA
20696,Leichhardt,Qld,1949,220,"Holdcroft, Cecil",Labor,15869,-1118,48.3,0,,NA,NA
20697,Lilley,Qld,1949,220,"Hadley, James",Labor,15368,-7120,40.6,0,,NA,NA
20697,Lilley,Qld,1949,220,"Wight, Bruce",Liberal (1946-),22488,7120,59.4,0,Elected,NA,NA
20698,Lowe,NSW,1949,220,"McDonald, Hector",Labor,16130,-6607,41.5,0,,NA,NA
20698,Lowe,NSW,1949,220,"McMahon, William",Liberal (1946-),22737,6607,58.5,0,Elected,NA,NA
20609,Lyne,NSW,1949,220,"Eggins, Jim",Country,24308,11796,66.02,0,Elected,NA,NA
20609,Lyne,NSW,1949,220,"Hayes, Edward",Labor,12512,-11796,33.98,0,,NA,NA
20624,Macarthur,NSW,1949,220,"Bate, Jeff",Liberal (1946-),25184,11408,64.64,0,Elected,NA,NA
20624,Macarthur,NSW,1949,220,"McDonnell, William",Labor,13776,-11408,35.36,0,,NA,NA
20623,Mackellar,NSW,1949,220,"Mitchell, James",Labor,15314,-10364,37.36,0,,NA,NA
20623,Mackellar,NSW,1949,220,"Wentworth, William",Liberal (1946-),25678,10364,62.64,0,Elected,NA,NA
20622,Macquarie,NSW,1949,220,"Chifley, Ben",Labor,22929,8270,61,0,Elected,NA,NA
20622,Macquarie,NSW,1949,220,"Cotton, Bob",Liberal (1946-),14659,-8270,39,0,,NA,NA
20621,Mallee,Vic,1949,220,"O'Connor, Alfred",Labor,12410,-10248,35.39,0,,NA,NA
20621,Mallee,Vic,1949,220,"Turnbull, Winton",Country,22658,10248,64.61,0,Elected,NA,NA
20620,Maranoa,Qld,1949,220,"Laracy, Martin",Labor,12657,-5995,40.43,0,,NA,NA
20620,Maranoa,Qld,1949,220,"Russell, Charles",Country,18652,5995,59.57,0,Elected,NA,NA
20619,Maribyrnong,Vic,1949,220,"Drakeford, Arthur",Labor,27562,12059,64,0,Elected,NA,NA
20619,Maribyrnong,Vic,1949,220,"Hannan, George",Liberal (1946-),15503,-12059,36,0,,NA,NA
20618,Martin,NSW,1949,220,"Mann, Frederick",Liberal (1946-),15550,-7389,40.4,0,,NA,NA
20618,Martin,NSW,1949,220,"O'Connor, William",Labor,22939,7389,59.6,0,Elected,NA,NA
20617,McMillan,Vic,1949,220,"Brown, Geoffrey",Liberal (1946-),20960,5093,56.91,0,Elected,NA,NA
20617,McMillan,Vic,1949,220,"Keltie, Adam",Labor,15867,-5093,43.09,0,,NA,NA
20616,McPherson,Qld,1949,220,"Fadden, Arthur",Country,24263,15827,74.2,0,Elected,NA,NA
20616,McPherson,Qld,1949,220,"Hilton, John",Labor,8436,-15827,25.8,0,,NA,NA
20615,Melbourne,Vic,1949,220,"Calwell, Arthur",Labor,26600,15683,70.9,0,Elected,NA,NA
20615,Melbourne,Vic,1949,220,"McGinnes, Desmond",Liberal (1946-),10917,-15683,29.1,0,,NA,NA
20614,Melbourne Ports,Vic,1949,220,"Block, Frank",Liberal (1946-),12690,-14102,32.14,0,,NA,NA
20614,Melbourne Ports,Vic,1949,220,"Holloway, Jack",Labor,26792,14102,67.86,0,Elected,NA,NA
20613,Mitchell,NSW,1949,220,"Wheeler, Roy",Liberal (1946-),23274,5631,56.88,0,Elected,NA,NA
20613,Mitchell,NSW,1949,220,"White, Joseph",Labor,17643,-5631,43.12,0,,NA,NA
20612,Moore,WA,1949,220,"Byrne, Kevin",Labor,13264,-5834,40.99,0,,NA,NA
20612,Moore,WA,1949,220,"Leslie, Hugh",Country,19098,5834,59.01,0,Elected,NA,NA
20611,Moreton,Qld,1949,220,"Francis, Josiah",Liberal (1946-),25222,9500,61.6,0,Elected,NA,NA
20611,Moreton,Qld,1949,220,"Thieme, William",Labor,15722,-9500,38.4,0,,NA,NA
20610,Murray,Vic,1949,220,"Devlin, Desmond",Labor,13650,-10128,36.47,0,,NA,NA
20610,Murray,Vic,1949,220,"McEwen, John",Country,23778,10128,63.53,0,Elected,NA,NA
20639,New England,NSW,1949,220,"Drummond, David",Country,22417,8330,61.41,0,Elected,NA,NA
20639,New England,NSW,1949,220,"Wilson, William",Labor,14087,-8330,38.59,0,,NA,NA
20637,Newcastle,NSW,1949,220,"Quinlan, Harry",Liberal (1946-),16236,-6464,41.7,0,,NA,NA
20637,Newcastle,NSW,1949,220,"Watkins, David",Labor,22700,6464,58.3,0,Elected,NA,NA
20640,North Sydney,NSW,1949,220,"Haylen, Leo",Labor,18022,-2547,46.7,0,,NA,NA
20640,North Sydney,NSW,1949,220,"Jack, William",Liberal (1946-),20569,2547,53.3,0,Elected,NA,NA
20668,Northern Territory,NT,1949,220,"Blain, Adair",Independent,2459,-278,47.32,0,,NA,NA
20668,Northern Territory,NT,1949,220,"Nelson, Jock",Labor,2737,278,52.68,0,Elected,NA,NA
20667,Oxley,Qld,1949,220,"Cameron, Donald",Liberal (1946-),20097,4797,56.78,0,Elected,NA,NA
20667,Oxley,Qld,1949,220,"Marginson, Evan",Labor,15300,-4797,43.22,0,,NA,NA
20666,Parkes,NSW,1949,220,"Dein, Dick",Liberal (1946-),18579,-1387,48.2,0,,NA,NA
20666,Parkes,NSW,1949,220,"Haylen, Les",Labor,19966,1387,51.8,0,Elected,NA,NA
20665,Parramatta,NSW,1949,220,"Beale, Howard",Liberal (1946-),25411,10200,62.55,0,Elected,NA,NA
20665,Parramatta,NSW,1949,220,"Jackson, Clement",Labor,15211,-10200,37.45,0,,NA,NA
20664,Paterson,NSW,1949,220,"Fairhall, Allen",Liberal (1946-),21741,6312,58.49,0,Elected,NA,NA
20664,Paterson,NSW,1949,220,"Robinson, Cecil",Labor,15429,-6312,41.51,0,,NA,NA
20663,Perth,WA,1949,220,"Burke, Tom",Labor,19294,76,50.1,0,Elected,NA,NA
20663,Perth,WA,1949,220,"Hack, Gordon",Liberal (1946-),19218,-76,49.9,0,,NA,NA
20662,Petrie,Qld,1949,220,"Hulme, Alan",Liberal (1946-),24569,9254,61.6,0,Elected,NA,NA
